Budget_M,Genre,Runtime_Min,Critic_Score,Release_Month,Star_Power_Index,Success_Label
95.74717559476946,Comedy,143.22333298838524,87.87259146971297,6,5.258935269262945,1
59.7785892086235,Drama,76.38377431326437,76.3276193521161,8,9.74166604685691,1
55.29134337483814,Comedy,115.29000951471266,62.87384215974959,8,4.351296684057424,0
55.29209177327203,Comedy,112.27752166515306,81.074949217749,7,4.344157976645801,0
185.98857648922603,Horror,155.16336678648332,83.48380023045607,5,2.755272086102389,1
114.66824923856889,Horror,88.49518261443754,68.90327024898181,2,2.028908027072127,1
45.243120069635964,Horror,167.36921478869462,85.29847628065521,10,7.662743116803836,1
98.79257893724854,Drama,119.47026323741483,46.370025183052455,10,7.930274218313649,0
79.95841056258587,Comedy,119.44573053055394,52.54086993417585,5,9.721116671527,0
8.636597739623417,Action,95.17319663919424,56.285291242363265,12,7.960763898148267,0
26.84969130750825,Sci-Fi,117.86765768886171,84.08543977763068,7,3.1901724463023884,0
84.24662549392653,Horror,121.82627320583032,95.04390616487845,12,1.3610492045966391,1
174.60707469934113,Horror,133.43318229552193,82.6945221262787,12,9.868936459326942,1
55.67408739836584,Comedy,85.54194481020143,78.86093715203695,7,4.0640562598924515,0
42.32109756217214,Comedy,145.16952139470095,64.12671541739877,11,3.8077438818917866,0
72.56030165888663,Drama,119.03538809429949,66.90448833819403,2,9.153596887744442,0
40.21137922872391,Drama,125.20572238268281,55.39454037439834,7,6.265899086904875,0
52.70965524556754,Horror,104.47644346238098,73.8291315497492,6,2.933840564642211,1
65.97209915761059,Comedy,86.79643404302374,41.295146730977486,7,9.001866184446156,0
25.605492193755342,Action,111.81811568508219,88.1783164479356,11,9.94024769549269,1
118.80240376852556,Sci-Fi,114.68238874558045,65.30126462823529,8,1.7801070503574765,0
21.407257851161603,Comedy,75.36429329713773,66.86192000377977,4,8.760264654722384,1
18.911737753386934,Comedy,129.83213512912812,37.50872135396553,1,4.514641279159546,0
77.3580167155254,Drama,134.91311584741453,84.78545062255407,8,5.716652018560339,1
112.53415231916202,Sci-Fi,91.75838440447183,81.1411345274126,8,9.233343781884827,1
75.91342297428282,Horror,84.43536624319772,74.55841067578888,3,9.760412761976054,1
60.87116708338403,Comedy,102.42596557814247,73.00143685333137,3,3.3594751936791942,0
52.29525739933897,Horror,110.5973774246575,84.07924715860077,5,2.915656938639224,1
45.59639322746602,Comedy,103.39572475211665,25.008309257381413,3,1.7246490273236068,0
137.511972020778,Horror,108.47705418073042,69.97376903261218,5,6.056180673959242,1
84.84175757559689,Sci-Fi,115.5369424418979,87.59276145591522,8,1.1224395590560143,0
48.69275254634616,Drama,75.79327653185928,45.584170751180395,1,4.707084678489429,0
37.46426117246229,Sci-Fi,78.66760931741837,47.94507990986217,2,1.660456149868077,0
103.50475826831496,Action,41.943056476921385,80.86639728876598,2,4.647032046364005,0
135.3376669360887,Drama,133.5636307113368,56.11160571858685,12,1.3593897033904834,0
127.24839127211554,Sci-Fi,110.38067551543622,80.1003787434222,4,8.51695534547892,1
32.041881928453876,Action,136.1962782866289,52.55155603034298,9,2.887650945447093,0
51.93991205150497,Comedy,81.5565501047152,74.1537521261529,2,3.9547783932212077,0
44.85739870080394,Comedy,110.61018348832906,62.93581105917939,12,8.830431969457527,0
57.531524631439545,Horror,115.37066265291503,76.56597474541711,11,7.716394551989846,1
118.04354093453026,Drama,95.95543762924963,54.21272967721079,12,2.971345254778526,0
164.09049828828842,Comedy,71.16430503833018,82.19850422247387,9,1.6470947679174643,0
87.13948561233994,Drama,153.64678340337892,51.779292075551254,7,7.441063991698056,0
38.59378492368869,Comedy,144.98208353175127,71.46005154604602,10,4.516322956192984,0
64.83367859555617,Horror,100.45169320686588,60.101150415574125,8,7.894719992063991,1
184.50158140294337,Sci-Fi,122.75569112924019,90.39515827580443,1,5.007652951376894,0
71.26354406215411,Horror,97.88023309107767,79.1675836650523,5,4.114021716750488,1
52.387388103023085,Action,85.11490992438131,64.92380924934274,9,5.060848673911568,0
55.95410447205114,Comedy,155.68153762392535,95.44052372507123,12,7.73703087103609,1
86.86053456192049,Action,68.61577796485496,58.423084589256916,4,9.119982578863366,0
33.02526938021051,Action,102.86240757572213,74.30948564395801,2,1.4479047692971798,0
43.96788472493451,Drama,112.10809568105584,57.93056781850261,6,5.717003871042596,0
125.99089574297003,Comedy,151.28091446718216,54.55969143518614,2,1.2955188617548985,0
85.12510461292257,Action,132.41471635590045,44.89112381495695,3,5.215685905219228,0
71.8064336191552,Sci-Fi,68.19375563581704,96.8327312193754,8,8.967545461872103,1
130.24054258716137,Action,109.93124397414545,73.56537333408869,3,4.254312397782787,0
36.58743135126101,Sci-Fi,110.52650495910899,57.90545385349102,2,9.39205378972579,0
51.13739668923921,Drama,104.29154161751394,72.26484987554143,6,6.675476244855485,0
83.15721219125577,Action,125.49522768825753,71.52503193890041,3,9.407398094137058,1
81.07658362389452,Horror,74.77232680610058,91.7332370317991,1,7.814499628712677,1
17.033822971936523,Drama,99.78410218658324,44.10233386440694,12,1.9309164998388606,0
47.21845654420459,Sci-Fi,121.97046870532688,62.87221589596449,3,3.0803623080640934,0
58.679934814464254,Drama,126.98939212901603,66.79029564348227,6,4.547534091251556,0
89.78422168127071,Action,113.73548683772992,85.3819816974896,3,2.530961938108684,0
80.87054566070398,Comedy,102.79019499249253,37.58940892709,9,5.454204442989945,0
62.89571856005235,Comedy,107.00146815933819,79.87141156790496,7,5.242313401313416,0
8.564203276240026,Sci-Fi,128.51017805943093,94.58624370405491,5,9.606332782246431,1
65.30684777805843,Sci-Fi,110.8475196031365,43.10078761402294,2,4.9035509460638,0
69.82556111140893,Comedy,83.95381136398679,92.10870748678795,9,8.07064123859198,1
291.91991155131484,Sci-Fi,79.16256040137742,96.74712719814352,5,9.47719490366332,1
57.21839090522533,Drama,72.75906446409726,68.6263736997143,7,8.89289947876587,1
83.4823808985599,Horror,146.38952046223383,92.9645762066773,9,2.8780086206043265,1
144.8085103552386,Horror,130.18654589031112,87.63324307560667,4,5.464269048281898,1
113.52290785889443,Drama,107.33780292048633,79.9614658701736,9,4.129658040663331,0
168.51218322445916,Horror,98.6551878708979,85.71683839923205,1,4.598728256234939,1
17.31648877630746,Action,95.65174980081606,44.62183537604293,12,4.247261436211761,0
27.482475766413025,Drama,137.33092768955524,57.94265350276107,6,8.437232891575038,0
41.490681777689076,Sci-Fi,157.61083770436852,84.37560678638815,2,5.069251496102027,1
14.372687794090188,Drama,94.86517690181152,49.70801491507958,8,5.713248990202194,0
70.2702917443259,Comedy,138.46038801639273,59.26521720884691,5,9.842026213423672,0
29.567108422820677,Sci-Fi,110.70032288397223,61.72271413935887,3,1.539813449723648,0
183.0083498672836,Comedy,104.68927675223834,85.14032028092963,2,5.391618758116739,0
33.84803521781157,Sci-Fi,147.60535707074808,88.63095868340189,8,7.966555362515045,1
51.380128714785585,Horror,109.74585698143058,81.9833657760187,7,2.360457623694039,1
118.11848638817011,Drama,117.4091109813659,31.02814785253084,9,6.503784351532965,0
21.16552227869974,Action,116.20684832278614,73.07470831118921,8,3.1551830158102008,0
13.343326596399645,Sci-Fi,69.3600158335137,71.64258585691677,11,8.806637019021109,1
76.6628697511045,Sci-Fi,117.21027871790155,96.9171746999846,4,3.943896988600714,1
81.00761942999013,Comedy,95.93269938899418,78.3150475818893,2,3.961565352108186,0
115.73818559295322,Horror,74.47117149635946,80.07416452107225,2,6.383744906661041,1
97.41508880110992,Comedy,97.07157298878094,71.56912995028678,2,2.6520661730791786,0
83.20894682281157,Comedy,96.86527825907635,89.13075678703527,11,3.5639977501275495,0
37.355256678169056,Horror,135.74706347825827,80.78508079889151,12,4.749686651074704,1
79.39379646547776,Action,83.4052595974492,71.99942536168761,6,4.182740768260993,0
82.9749704064281,Comedy,90.25381402376864,82.60945711489482,7,5.723894962050242,0
36.163371712340705,Comedy,115.88470651370031,75.993400259184,12,6.396761296620697,1
216.88302079113708,Sci-Fi,76.85515571614381,94.68589754544118,6,6.100007083751481,0
94.25094283072438,Horror,93.52483104419166,82.7199538295887,2,6.88751480792739,1
27.93846981881586,Drama,68.38808161666944,67.04523956099852,4,3.7697456494703823,0
116.13111620809048,Action,133.0002865001349,82.88165979333161,3,2.1378360443952524,0
129.81580561615598,Action,102.46592198899536,62.38828766342115,11,7.847267872879694,0
90.33513395045662,Horror,109.60205387494395,68.56098859213948,4,8.657023443676138,1
54.78079352555721,Sci-Fi,132.90025799477726,87.52597306668105,5,3.31305609000189,0
34.8274138418484,Sci-Fi,91.94327790865283,81.09588427406655,7,4.663827605422178,0
62.763887854083926,Horror,102.2003247837999,70.56574097353916,9,5.487122952671998,1
85.88103782889208,Sci-Fi,83.59180001735646,52.52300158741373,11,5.799941584776428,0
67.34033798766596,Action,83.53740697510469,77.77182117850757,2,6.935411539788866,1
